,text,link,comments,likes,reposts,date,time,day_week
76,Денис Ичитовкин — один из самых молодых художников в собрании «Эрарты». Родился в 1977 году в Перми. Окончил СПбГАИЖСА (Академия художеств) им. Репина в 2001г.,https://sun1-24.userapi.com/impg/NeqJGlO3YuEYH-RZj6zYs5tuuwuFnangS1C0_Q/QHDcGT14_ok.jpg?size=1198x1200&quality=96&sign=f8bbc5f99de82f9a4bb963ba700c2e9b&c_uniq_tag=OmG9cpcN2xpOMnFmE4UjC2NxXtDYbX93lGbrLNEYecQ&type=album,91,1210,379,2021-11-21,2021-11-21 18:00:01,Sunday
77,Самый горячий этюд Ноя Верриера.,https://sun1-17.userapi.com/impg/MDpajiKkFijZQYLr1aMQqlDVYLUQVwEl0Z2BDg/-cBUd62OYU4.jpg?size=1080x1077&quality=96&sign=8ef975af3a1ae238cbd23df73aeeb707&c_uniq_tag=RFmptFz6yI3Vi4GVnuvlaX5IwFcRxvi_Y-JlQax7J-E&type=album,5,783,72,2021-11-21,2021-11-21 16:00:00,Sunday
78,Фотограф Джон Спирс «Я думаю; лето закончилось» Приз Spectrum Photo Creatures In The Air и приз зрительских симпатий Affinity Photo.,https://sun1-84.userapi.com/impg/Y9uAve9bpHnmMLP06s6wplnrzrIotglxG1eFzQ/DURY1FKtERc.jpg?size=700x441&quality=96&sign=2a69549f6c827547d01fbfb07c9ada85&c_uniq_tag=3P53ZIwmWN8B8sWoeyFNy5DzMV_jZ_IycMzJk-iRPzk&type=album,15,2594,1081,2021-11-21,2021-11-21 14:00:00,Sunday
79,Хлоя Чжао; режиссер нового фильма MARVEL “Вечные”; большая любительница живописи. Недавно в своем инстаграм она рассказала про то; что добавила в фильм интересную пасхалку. В одной из сцен; Тена и Друиг рассматривают картинку “Монах у моря” Каспара Давида. Эта картина вдохновила Хлою на несколько сцен фильма. А какие картины вдохновляют вас?,https://sun1-47.userapi.com/impg/a4IG27G8KnPoEF3I0K_MYC8MhfdsoEmkI_DjWw/B0224kxIvb4.jpg?size=1080x605&quality=96&sign=2e436d7ae5da449b2963303cb35607d5&c_uniq_tag=zwEZ4MeYG_HDF3pR7dfBDKnhO1XmfJn24RjuvkVlkag&type=album,2,102,15,2021-11-21,2021-11-21 13:10:00,Sunday
80,Вы только посмотрите на эти штрихи. «Ангел» 1529–92 Художник / Бартоломео Пассаротти (Пассеротти),https://sun1-90.userapi.com/impg/bmEjqRJxJ4-zi2Glf59tf3ZKIgVYCIFcpzibKw/nlG5RppiOUw.jpg?size=721x1200&quality=96&sign=b86cc1811460c10db0b0c8898c7106cf&c_uniq_tag=e84ZVJRHTCJ-C8DF4sjyL5_K0S7yR_McM4zIebG3M4g&type=album,5,807,140,2021-11-21,2021-11-21 12:00:00,Sunday
81,Зарисовки Фредерика Лейтона в конце XIX века.,https://sun1-86.userapi.com/impg/ozq-WmaoSVIH37foPNArBehVhkcIAL9npPlQ-g/JTb42-IQ1u8.jpg?size=1525x2160&quality=96&sign=bf1651400dd9c7621e6fb8d7ac8693e8&c_uniq_tag=5uypuZoBmivcBoj9E-shHzhQPHSsyk6bphklhIVnc38&type=album,0,257,36,2021-11-21,2021-11-21 10:00:00,Sunday
82,Пост от подписчика.  Художник / СЕРЖЪ M@KРУХ@ всех интересует ход создание картин; так что реализую пожелания =)),https://sun1-47.userapi.com/impg/FQPvVhnlKxm1TuuTva_H4B5SXQrSSKWMdiWGAw/Jj40BVO_Ycs.jpg?size=2543x2160&quality=96&sign=7f2209106a4eb06653ba0d62aead3983&c_uniq_tag=Rg6SFpkqJZrOUsj1zxD-oIz4RV3Osfb0GFUjWDX1JzE&type=album,12,436,54,2021-11-20,2021-11-20 22:00:00,Saturday
83,Работы китайского студента с ником в сети HUI 小绘 Faber-Castell Watercolor Pencils&copic,https://sun1-23.userapi.com/impg/FwdnAgQXRm-Fm2Bu4bBP1VrxLUuYQWOSJO4mww/Gmfuzj9aTJ4.jpg?size=1560x2048&quality=96&sign=83434e1b886f7936ced3c745c32f7746&c_uniq_tag=q96D8iMMCuWv7yvY7TJAHKoBmMlw6YlSb6sJEDgmVJM&type=album,6,1306,206,2021-11-20,2021-11-20 20:00:00,Saturday
84,"Художница / Nino Mine Из серии ""Лунные дни"" в рамках челленджа ""365 мистерий"" Акварель Присылайте в комментарии свои последние работы🐢",https://sun1-23.userapi.com/impg/LGaViBiXc5rC5qIbtHRze_ockmSXxqa7JIPivA/hZx6nphp6Io.jpg?size=1654x1640&quality=96&sign=b84865ea1d7cf9e427b4736e8167b04f&c_uniq_tag=Xb-TMgDyiXxCiR1jOB1z0iuEqsjyBJtdky6RkPq4ZPg&type=album,14,227,22,2021-11-20,2021-11-20 18:00:00,Saturday
85,Художник / Быкова Дарья Холст / масло,https://sun1-26.userapi.com/impg/iRajK1jVjJIoTLF6lsV_T2GxHbHp-bUWA8nBSg/qOs87hAyevk.jpg?size=827x828&quality=96&sign=27040c5b909ab4c75e993c416710a7f3&c_uniq_tag=ARa1kCSvqgK-YRvQ_gqS1kAFomVXm9NxbuNUcX53Uds&type=album,13,141,10,2021-11-20,2021-11-20 16:00:01,Saturday
86,Пост от подписчика.  Художник / Евгений Панов «Старая дверь» 41х31см. бумага Кансон; акварель.,https://sun1-97.userapi.com/impg/p4DZ4lPp588h1r4k3eloV-98mYNxPPX9K0JSAw/hBaVrAzGBXE.jpg?size=1134x1600&quality=96&sign=bb4750eae67315b7f8e72acb2de385b6&c_uniq_tag=4npSp5cPnhRYEsE7_C2IorVtufPt8xKA29-o8tuOlv8&type=album,5,689,38,2021-11-20,2021-11-20 14:00:00,Saturday
87,Мастерица Фуги Наим; живет и работает в уединенной и красивой деревне на Иудейских холмах на окраине Иерусалима и создает очаровательных керамических кукол в разных стилях.,https://sun1-54.userapi.com/impg/b_bIIT9jsqeyhXDlwXZf5IXF1JhbE-JNUzXvvQ/1ZiSVsJtbjI.jpg?size=880x1320&quality=96&sign=cd2a70d707aabe70742e89df355dd97c&c_uniq_tag=kwtVoKuU1hC-PtI39pHnzprI__kUm_2PCp49dn92dM8&type=album,1,369,75,2021-11-20,2021-11-20 12:35:00,Saturday
88,Пост от подписчика.  Художник / Данил Клейменов,https://sun1-86.userapi.com/impg/rbqnMCJuofiXwUNTRpsULHe81s1KAKDBoZJngQ/lMLISdlG6uk.jpg?size=1600x1366&quality=96&sign=7ebee2572e5175da5f76c0ade4740a60&c_uniq_tag=a2hhPfXrZ997tvS6K_-NRb1zUX56u4M7ZVk6q7KzinE&type=album,8,359,42,2021-11-20,2021-11-20 10:00:01,Saturday
89,Ничего необычного; просто рисунок на рисинке. Художник / Midhun.R.R.,https://sun1-25.userapi.com/impg/e1L2cnKWMxAezgBgqtg3i5qeVpxpoyWZORXBbA/76LE4U7zuL0.jpg?size=880x615&quality=96&sign=c42475a210a30133c5998574ab98e684&c_uniq_tag=rIT-VSYmVZsdx3nK31mDvFWZCxDPR_u8gUlh5X7ZHNs&type=album,10,241,24,2021-11-19,2021-11-19 22:00:00,Friday
90,Работы с сельской жизнью Абрама Архипова настоящее сокровище.,https://sun1-98.userapi.com/impg/ansYA17SmEmA9gQOXh5hLp27lEAQpcM9ImAlhQ/K8ktZgaGkC4.jpg?size=1605x2160&quality=96&sign=4e5bccbddccbddedc7820fdb54c5d74d&c_uniq_tag=Aj-SN1kfmM4AUeqc7q7Sphccx3QBF63GDdGVnKRDvc0&type=album,10,753,91,2021-11-19,2021-11-19 20:35:00,Friday
91,Пост от подписчицы.  Художница / Ольга Рябикова. Холст; масло. Работы 2021г.,https://sun1-92.userapi.com/impg/JlfJL8aEW8rNP6o60Hbalc4hOsa34j5xA58Lew/bMV5708Lglc.jpg?size=1600x1600&quality=96&sign=bcfd79a901e9eb5c890d328cfda3b722&c_uniq_tag=tgkaj6Djm9xz7Cm_r8TyxSrVDOttxtihSje7WukDVuM&type=album,1,114,5,2021-11-19,2021-11-19 14:35:00,Friday
92,Интересный пример упражнения на развитие воображения в набросках Винсента Бэла.,https://sun1-84.userapi.com/impg/Uq5sKuvvxIghCX0zHEY3-fgZq572x5z4q0PHFg/RJpr_S0kB2w.jpg?size=880x880&quality=96&sign=5a7ac3a621e68075e8504d614e54d81b&c_uniq_tag=VYkvVUN777jk7pm3-CZ99PPOAc21nPBXBfjAyna8ztU&type=album,7,741,286,2021-11-19,2021-11-19 14:10:00,Friday
93,"Художница / Трембач Марина Иллюстрации к сказке Ганса Христана Андерсена ""Дюймовочка""",https://sun1-15.userapi.com/impg/-vFbJ77x52--jW_fQggytuKMKmFzdRLLSbz4XQ/pAJhxvDE1cI.jpg?size=2560x1780&quality=96&sign=8c38df4c9efc444137d4324b0ec154b6&c_uniq_tag=8kxnZPS3lQ67pssRqWmfd02S8H71PF5cKUAznGWmleA&type=album,31,832,188,2021-11-19,2021-11-19 10:35:00,Friday
94,Пост от подписчика.  Художник / Иван Малкин,https://sun1-86.userapi.com/impg/2Rf33btX2t51a6C4mq64DQqSwIslegZTpRZCJw/-8cq1TZWqDs.jpg?size=1920x1533&quality=96&sign=c758d744d01eef104848f730225c090b&c_uniq_tag=pwIyDwcLK6DQncPVdGSalMC7pOSICRq-LY7p6jdJVyc&type=album,15,573,85,2021-11-18,2021-11-18 16:10:00,Thursday
95,"Пост от подписчицы.  Художница / Диана Нехотящая ""Контент подан"" или ""Что у вас на обед?"" 50х50 холст; масло",https://sun1-26.userapi.com/impg/-t9vOnTmt_wgaxAgACD7QSvFdXWt26KeBA5ATg/9mzPzqDGO14.jpg?size=1593x1600&quality=96&sign=a68e4bfb066ea5c7dfb2683a521b37eb&c_uniq_tag=gZh9PBe2aXlMHk-_ixMFTobm4mhC1wzPATN6LHBlBgk&type=album,5,300,32,2021-11-18,2021-11-18 14:10:00,Thursday
96,Художница / Сара Мартинез «Нам; творческим людям; часто советуют быть «реалистичными» и поощряют сохранять наши увлечения в качестве хобби. К счастью; благодаря наставлениям близких; я стала выкладывать работы в сеть и зарабатывать на этом.»,https://sun1-55.userapi.com/impg/wpS_ccfIB8j4iN8li6U4LUPXGtuy79uAlmEGgg/CmObr3MuWYU.jpg?size=750x938&quality=96&sign=d20112b6cab38ab59558a8da3ecbee18&c_uniq_tag=YX8DvFVKNcm6SLQGAPGp8PMTwPm26zrrdWEdfXytskk&type=album,0,162,37,2021-11-18,2021-11-18 12:35:00,Thursday
97,Пост от подписчика.  Художник / Nikoloz Artist Серия портретов “12 стульев» а точнее ее часть. Остался главный герой ;Остап. На моей странице вы можете увидеть; на чем они написаны.,https://sun1-97.userapi.com/impg/6I9JNyRb0LD_HHA2DXLr0-K2SA6vLKD8LWv9Kw/fQ41P5_RNQg.jpg?size=1040x1280&quality=96&sign=d6d5830512b8decfcafbaa6103866ba1&c_uniq_tag=TtU_Onu8PXcwBRVPqDWGjN1TDGL8f1FQibbsspyJEm4&type=album,18,842,74,2021-11-18,2021-11-18 10:35:00,Thursday
98,Мы; люди; утратили мудрость по-настоящему отдыхать и расслабляться.  Художница / Ненси Парсонс,https://sun1-21.userapi.com/impg/aLxYOrk66VwuT4zp_0FYaAYiYS5SGM-M1o7ryg/EHwUcC_JK9Q.jpg?size=397x499&quality=96&sign=9d16da0577af767f7a1470754061f540&c_uniq_tag=8nm4Tf-XTgMkQ52Qf6FlDFoP54JsWEUiAYQZK8FuDyI&type=album,11,308,31,2021-11-17,2021-11-17 22:35:00,Wednesday
99,«Сушка благовоний»; 2019 Фотограф: Азим Хан Ронни «Рабочие сидят в окружении связок ароматических палочек в деревне Куанг Фу Кау в Ханое; Вьетнам. Благовония изготавливаются здесь традиционными методами на протяжении сотен лет и играют важную роль в духовной жизни вьетнамского народа».  Расположение: Ханой; Вьетнам Камера: DJI Mavic 2 Pro,https://sun1-91.userapi.com/impg/uVKbu4fFw0LXMkfXFBu7MvjkTmHbUNOc3tZ0dQ/NAiImtajn7g.jpg?size=880x587&quality=96&sign=16bb15526874f10b395ff941cec191d2&c_uniq_tag=UTQcvfJ5-oAVUHhWTyi2hcq4I2zgrcGxgU6gYXT-XI8&type=album,8,380,108,2021-11-17,2021-11-17 20:35:00,Wednesday
100,Художница с ником Clementine Petrova оставила свою работу; чтобы стать штатным иллюстратором; вот несколько ее милых зарисовок акварелью; чернилами и в Procreate. Присылайте свои работы в комменты🌿,https://sun1-29.userapi.com/impg/fD_03lhJKhc59MJfQPfUHOHOrjg4tQODXbJlCw/KNZ0mLDini8.jpg?size=1080x1080&quality=96&sign=4e0f45784343873b1cd60bbdb3661ab7&c_uniq_tag=Dmgu3PezoKI73C2Ei0lvgqC676HEe-_yQBbEP0m7Enc&type=album,38,369,42,2021-11-17,2021-11-17 18:35:00,Wednesday
101,,,15,66,5,2021-11-17,2021-11-17 16:59:51,Wednesday
102,Пост от подписчицы.  Художница / Мария Барановская  Серия работ «Сочи» Акварель,https://sun1-86.userapi.com/impg/EEM-p-j81ZrnEIrBep_uPsfKXgk66eg3AqWVUQ/riQ1AfddweA.jpg?size=1124x1400&quality=96&sign=cc5461e3830d1170ca054e10a5dd4598&c_uniq_tag=kIUJoOuv5psY2SeFs7uHXpoEzZr3rt1DAkquOwepMFM&type=album,18,396,45,2021-11-17,2021-11-17 16:35:00,Wednesday
103,Пост от подписчика.  Художник / Кирилл Богатов. Работы (2020-2021г.),https://sun1-17.userapi.com/impg/Xrbd1Ag-XydAaEHF47MP6dt04H_-OKv5qRNvcQ/q0XXDzNKyTA.jpg?size=1920x1439&quality=96&sign=328093275e4e76438787a02e6c58b7fa&c_uniq_tag=0UGHIvakbrjWhK2bPiFK2H9NUunj0yCtL8jRef3aMNg&type=album,2,328,28,2021-11-17,2021-11-17 14:35:00,Wednesday
104,"Художница / Марина Звягинцева  ""Дофамин - 15%"" Холст; масло; авторский метод - биотипия 90 х 60",https://sun1-99.userapi.com/impg/iSAo4IXPBJOhz7LwkTQB_Z-qXxJXt_rH7058kg/de5sjS-75I0.jpg?size=1440x2160&quality=96&sign=33efc1e8ff9a6903dc315d42a64643fa&c_uniq_tag=s3E6vj0KofngWMzzznzT2Yx1R9snBCcB-qCYHLfY8nI&type=album,4,239,29,2021-11-17,2021-11-17 12:00:03,Wednesday
105,Пост от подписчика.  Художник / Верхошанский Николай. Осень🍁🍂. Этюды.,https://sun1-24.userapi.com/impg/_sH450eyEJqMEyxiX6ZTYMTRMtewYbkfToiLuA/lLHTG6x6ff8.jpg?size=2560x2064&quality=96&sign=8f2d046534f12a793cbbe02f5626aef6&c_uniq_tag=uLvLI1Oqk40bqyzS2MCV9Y_3QawcfEyFdhANHPx8D-Q&type=album,3,372,42,2021-11-17,2021-11-17 10:35:00,Wednesday
106,Майкл де Брито честен; непосредственен и близок своим творчеством каждому из нас. Художник родился в 1980 году в Нью-Джерси и получил образование в Школе дизайна Парсонса и Нью-Йоркской академии искусств. Его семейные корни находятся в Португалии.,https://sun1-28.userapi.com/impg/u0pbth0eLvHS2-a7ltsG-lSEA8CnFNnviQfS9A/szc0nwI0Jas.jpg?size=2500x1985&quality=96&sign=4e2a421999664d7c82ee7994642f79f7&c_uniq_tag=5zwNEjFZCyNnmUfNY8l7UiAWJiwPpLfCGY3Ri82NOYQ&type=album,21,597,96,2021-11-16,2021-11-16 18:07:00,Tuesday
107,Осенний этюд леса Колорадо. Художница / Рэйчел Персонетт 18 дюймов x 24 дюйма (45;5 см x 61 см) 2020 г.,https://sun1-20.userapi.com/impg/xPeYyRBDYYvwq-6c_QFynOEnT9PrnUlRK-ZqYg/pa6z0aKjjHU.jpg?size=1080x811&quality=96&sign=9840f60fd8b492e3764e16c500c083a6&c_uniq_tag=gL7w5B3AwqwscfArK82-c8wSyKlKZWN52vyCT-LGW6s&type=album,0,215,12,2021-11-16,2021-11-16 16:07:00,Tuesday
108,Фотограф Dick van Duijn делает очаровательные снимки дикой природы. Он стал популярным благодаря фотографиям суслика; нюхающего желтый цветок. Делать подобные снимки трудно и долго. Чтобы сделать кадр с прыгающей белкой фотографу пришлось провести 8 часов в ожидании подходящего момента.,https://sun1-25.userapi.com/impg/trrRqDpKJihnOcUlUZaojm54ieL5i42uTtI2cw/PFXAhpVN6j4.jpg?size=880x1232&quality=96&sign=c35e30c88aa733a9cfa7eb3848cbce89&c_uniq_tag=G0yCJOkQlZO9qEcvPjjJ-dHZd7tQfJAOxKpIofnh44g&type=album,7,667,275,2021-11-16,2021-11-16 14:07:00,Tuesday
109,Зимние этюды финского мастера Пекка Халонен (1865—1933) Особенно очаровательны снежные шапки на ветвях и интересна зарисовка стирки на льду.,https://sun1-90.userapi.com/impg/Ia70HY1FFYJSugfmKJQ_wnkZOwIckBB81g0_Mw/IXIi8T8T_-o.jpg?size=856x1182&quality=96&sign=0af72033efa2b59ee0e98d8c56bccd10&c_uniq_tag=qzda1hNTUz_mT_yYKOsR-11xlUJrDmQGclGeKVVP-yg&type=album,7,539,111,2021-11-16,2021-11-16 12:07:00,Tuesday
110,Этюды с каштанами. Художник / Симеон Нейенхейс,https://sun1-28.userapi.com/impg/JKaLBNB-yab_S0yYnHr05MH_Kdq_tpCEB_JZGQ/FUMbY7Blcgg.jpg?size=1080x930&quality=96&sign=7a3012ca386c23d470c1fc56da19834e&c_uniq_tag=ettHhYqRYjqWHh2k0BggXXPBkL2ql7UhjPfsDucObTM&type=album,3,287,45,2021-11-15,2021-11-15 22:07:00,Monday
111,Художница Кэти Уилкинс живет в сельской местности Беркшира. Обучалась в Northbrook College в Хоршеме; Западный Суссекс. Затем в Плимутском университете (в Эксетере); чтобы получить степень в области изящных искусств. Там она развивала свои навыки фигуративной живописи; часто вопреки советам наставников; которые убеждали развивать более концептуальный стиль. В 1996 году оканчивает с отличием.  Кэти делает предварительные эскизы и фотографии и продолжает работать в мастерской маслом на толстых холстах; на которые нанесено несколько слоев левкаса. Когда левкас высыхает; она тщательно шлифует его до слегка блестящей поверхности.,https://sun1-92.userapi.com/impg/VZsIHUI4G6LGsS3_qq7eKnvj8NU87co1Yc63Zg/kDiYiGtWwN8.jpg?size=1500x1490&quality=96&sign=3ea6307629f2ffbb28f435524b4967bb&c_uniq_tag=R4jzC5vdTcE6lFd8S5GP6GaQjyYPCG97OlcP-RbLVas&type=album,3,363,63,2021-11-15,2021-11-15 20:07:00,Monday
112,Австрийский художник Фридрих фон Амерлинг (1803 - 1887) Одна из улиц Вены была переименована в его честь.,https://sun1-29.userapi.com/impg/yfIQvF1YucnkntWUreDKV4q2H5Hk8N0lVNVnow/bgM3b41Bn2c.jpg?size=1700x2160&quality=96&sign=bb1e41798f5b1f2e4d46de0b57b93537&c_uniq_tag=RhoaOqmxEL6McP0sZ3zQ8GZr8LVMgSe872nEcqHscpw&type=album,7,585,98,2021-11-15,2021-11-15 18:07:00,Monday
113,Финский живописец; представитель романтизма Пекка Галонен. «Девушка в лодке» «Пионеры в Карелии» «Против преследователя»,https://sun1-93.userapi.com/impg/hPjKVwGOkxyWRqnZcGZoULzFaEbgoKR8-_zqXQ/_HRKXjc6Sg8.jpg?size=1024x862&quality=96&sign=1e3c0492ee568f614670947701aebb91&c_uniq_tag=-775_EqG2I5kz0srKn7EKhZqZLJey3zcXxBP_cfYpts&type=album,5,289,39,2021-11-15,2021-11-15 16:07:00,Monday
114,Настроение быть черной жижей с картины Даниэля Горовица.,https://sun1-56.userapi.com/impg/7Ky8uPaN8RKFCHy_CLYP1VKLdwpczQaTon4uOg/QtHAU14RA2c.jpg?size=832x700&quality=96&sign=8bcb8514c9a09e28ae9a2e0f7ebca9f2&c_uniq_tag=Dl7Z1jlhx0QN-_Ytwz20dz2JjWLUdMpL_5kFDHhkSp4&type=album,14,2344,851,2021-11-15,2021-11-15 12:07:00,Monday
115,Пост от подписчика.  Художник / Иван Малкин «Вечер на Кипре» (х/м; 40х60; 2021),https://sun1-99.userapi.com/impg/SY0B0MVK1D5d1vAwBYPZBTiJZtyirQ5JR5kMLQ/erz_LvunLT0.jpg?size=2560x1679&quality=95&sign=c1d46f16b60fe2b64be014afad981e60&c_uniq_tag=QTH4bXBEcCnHHi9V5sA50jMsM1xe7MN8D3qVacA-GqY&type=album,11,469,43,2021-11-14,2021-11-14 22:07:00,Sunday
116,Сочные и сладкие этюды. Художник / Симеон Нейенхейс,https://sun1-20.userapi.com/impg/F_151l19RiwqRNrDRHEAE1wfjSYZ9qrqo_lgOg/MrE-dGv8DY8.jpg?size=702x600&quality=96&sign=f2ede0f44104359f50b8b13e92d0fa44&c_uniq_tag=lCUVTDIwJIjUY-XLX_78YYuubZLgarZlTbseqQdlkfU&type=album,4,330,30,2021-11-14,2021-11-14 20:07:00,Sunday
117,Подборка этюдов художника постимпрессиониста Гарольда Гилмана. «Лондонская улица в снегу» ; 1917 «Станислава де Карловска (миссис Роберт Беван)» «Интерьер с миссис Маунтер» Присылайте свои этюды в комментарии.,https://sun1-25.userapi.com/impg/hIYG7B9_RPyjX2mi0qI52hFxHAhiGjZ6sqfYIw/rlo5etzfQbA.jpg?size=984x1182&quality=96&sign=f71bd69db50c5312d8a08280c4e3315c&c_uniq_tag=iasYiBbe4NYMKlCQVdkHsznMDTnyRD6ccX0xDmgD1tk&type=album,9,147,15,2021-11-14,2021-11-14 18:07:00,Sunday
118,Этюды по фото. Художник / Пэнчжэнь Чжан Старший концепт-художник Ubisoft Montreal,https://sun1-93.userapi.com/impg/efbbR5VOAgfwFRLfTqHbmyKq_GGc5L68yWk6Fw/fCDxmT1KB5s.jpg?size=1920x1440&quality=96&sign=74d2908acb6323b033c6c659fec99490&c_uniq_tag=CwQoVB-ZgDM5n5KvrlnssUjCmECRA_wlLhbw2hhnzfg&type=album,0,270,45,2021-11-14,2021-11-14 16:07:00,Sunday
119,Цифровые этюды с имитацией масляной живописи художника из Китая под ником Hou China.,https://sun1-29.userapi.com/impg/7ioFyeONh3yQNCJR-nmDlU5GDtrX_3diWlYL8g/gBhVkNQXqyI.jpg?size=1626x2160&quality=96&sign=0027a9d2d03d5b731f1795ebe631f5d3&c_uniq_tag=xvtzz5ukRnEDa3L0q6c9E_nEv_0cx6j0YAj2Z0IAU1U&type=album,19,1208,201,2021-11-14,2021-11-14 14:07:00,Sunday
120,Трудно узнать; без искусственных образов. На первом фото Чарли Чаплин и балерина Анна Павлова 1922 год; а на втором Мерилин Монро 1946 год в обьективе Андре де Дьенеш.,https://sun1-30.userapi.com/impg/ZGXQdYCUjtBJGWqb_qK9KyUm7N0Nf-mD2GuCtA/36-ldQD-lB0.jpg?size=845x1080&quality=96&sign=dc37735b60518358c1ea04bbbc50e384&c_uniq_tag=wwY4YpTtoSYiQ3_ncIPehfkio22gP4KRajr_KnKiNwI&type=album,29,1340,270,2021-11-14,2021-11-14 12:07:00,Sunday
121,Пост от подписчицы.  Художница / Куприянова Полина Снежный Петербург,https://sun1-85.userapi.com/impg/makiEdZwYj5EFC_tuCvg6fLPfMRbWEUWRmf37w/TgKFp7wpgcs.jpg?size=1482x1472&quality=96&sign=cdd0e506faf3a28686f3775ed3f9a3bc&c_uniq_tag=tgM6ARSrppqeEuiu7s3riYEBAXqvc_8VskEV3N6rfUk&type=album,11,971,117,2021-11-14,2021-11-14 10:07:00,Sunday
122,Пост от подписчика.  Художник / Иван Малкин «Золотой шар» (х/м; 50x60; 2017),https://sun1-98.userapi.com/impg/mNB6ez_rm3bqb9KGdDbxg0UJcPFwLHotKNT6_w/3KeTGYIjvI0.jpg?size=1920x1620&quality=96&sign=1c2c7b26b0c4e70dd212cedfef86c453&c_uniq_tag=tjRIX1kwJRv2-ebuJbSqTAdGQIJ0i7-LEs7I-4g1ejg&type=album,8,344,15,2021-11-13,2021-11-13 22:07:00,Saturday
123,Художник / Эдгард Максенс (1871-1954) «Душа леса»; 1898 г. Темпера; сусальное золото на панно - 85 x 80 см.,https://sun1-26.userapi.com/impg/-noPBX4JgMl4KR04RrJdewS53Ql6hSFjz27GyQ/nAS-4mUW_1A.jpg?size=599x640&quality=96&sign=31fda81fed25d42c30282387a96d345f&c_uniq_tag=-Q7vsXxJJQgxwlV9Ataj-ChGkD5j7N5MoeoAdfPlxHU&type=album,0,398,66,2021-11-13,2021-11-13 20:07:00,Saturday
124,«Морская ракушка в маленькой чаше»; 24x24 см; 2004 г. Художник / Симеон Нейенхейс,https://sun1-56.userapi.com/impg/WFRyNVtMZiqQUm5lESGDoOG2uMsMPDdjWdjOBA/N5Gp-87HnwY.jpg?size=607x600&quality=96&sign=bb40d43c8cc677fcc0630459666b6269&c_uniq_tag=QzS4wr9Yud0tNr6yMFbgpeHmdmWpJWbByum1_Kl0ihM&type=album,15,1476,160,2021-11-13,2021-11-13 18:07:00,Saturday
125,Художница / Элейн Хан  «Меня как художницу; выросшей на Среднем Западе; всегда интересовала и поражала естественная красота прибрежной береговой линии. Особенно ранний утренний и дневной свет; который усиливал цвета; создавая уникальные и интересные блики. На протяжении многих лет я занималась развитием своего стиля; чтобы запечатлеть эту красоту. Большую часть художественной практики составляли акварели и это отразилось на моих масляных работах. По мере того как я продолжаю рисовать; все больше убеждаюсь; что рисование это не только большое испытание; но и большая радость. Чувствуется; что чем больше учишься; тем больше понимаешь; что процесс обучения на всю жизнь. Надеюсь; что зрители получат такое же удовольствие; увидев мои картины; как и я; создавая их.»,https://sun1-55.userapi.com/impg/UXf-NEetAWNAoVTT_NUT_AyR4vKnUrUGU2esUA/Hiq0ds-kcGE.jpg?size=550x545&quality=96&sign=94333c7197ebfac8d5767d1cdacebc73&c_uniq_tag=zFn2yd1uGwKsSqOJPvkilF4D3B4BeBZyVtqvYZq7ujw&type=album,7,238,38,2021-11-13,2021-11-13 16:07:00,Saturday
126,Подборка элегантных колец в стиле ар-нуво.,https://sun1-24.userapi.com/impg/Z-6K-DdYyKf_eUMzf1lTKsrZlWcGBujnAq4XOw/e5MgCkerXtI.jpg?size=1257x1257&quality=96&sign=83d307c822543efccbcdc8fa1e1d7954&c_uniq_tag=iVIEYej0eLi038c_oxCHyRpljz9Ox3cYAoj-lHMXDEo&type=album,4,1124,376,2021-11-13,2021-11-13 14:07:00,Saturday
127,Этюды цифровой художницы Габриэль Брики.,https://sun1-99.userapi.com/impg/CkEG5_030DJdkMsvLZeqQKHbL8s7USMPKHgWWg/KPI2vjctqyI.jpg?size=1200x1194&quality=96&sign=cb44ecd3b0e09944b50f91b15d0b005f&c_uniq_tag=0ZBvDdARPWMgr397H8ZdYNCFwtJNMTe1OSPBMiJKJYU&type=album,9,576,93,2021-11-13,2021-11-13 12:07:00,Saturday
128,Пост от подписчика.  Художник / Полтенко Андрей «Младший сын» 2021 г.,https://sun1-17.userapi.com/impg/O6LqR8H-2qqLi7EkZw2pHmmvDtrMJQEUn-NjHA/7iPZfkKo5Q4.jpg?size=1600x1200&quality=96&sign=b92d0124f8516a00d7c361c1dddd0bfd&c_uniq_tag=KUPvlaivmGemPo18QoDg6Kz_SzXj-WtZ_OQqIoT6XcA&type=album,28,1142,79,2021-11-13,2021-11-13 10:07:00,Saturday
129,Художник / Якоб ван Вальскапель (1644–1727 гг.) Вальскапель родился в Дордрехте (Нидерланды) как Якоб Кройденье; но позже принял фамилию прадеда по материнской линии.  Вероятно; он рано поселился в Амстердаме; где его учил художник-цветочник Корнелис Кик.  Красочные и детализированные натюрморты с цветами и фруктами Вальскапелле демонстрируют влияние Яна Давидса. де Хем.  Похоже; что в более старшем возрасте он отказался от живописи. Известны датированные работы с 1667 по 1685 год.,https://sun1-93.userapi.com/impg/p2YfcILhtqpQvFyRXYWcSCAV96CfvWS-9VoC1g/MTgzS_SVSIM.jpg?size=1385x1800&quality=96&sign=3e6326e84d727d63a99cb1c9d2ffe783&c_uniq_tag=--9b43bi03JGpsxSEgQzSSjAkRW0apZpYBdt-McCKEw&type=album,9,839,221,2021-11-12,2021-11-12 22:07:00,Friday
